id,name,score,score2
5137,Student5137,60,71
5138,Student5138,81,79
5139,Student5139,80,54
5140,Student5140,78,60
5141,Student5141,88,78
5142,Student5142,94,50
5143,Student5143,93,58
5144,Student5144,61,51
5145,Student5145,88,74
5146,Student5146,63,62
5147,Student5147,64,80
5148,Student5148,63,80
5149,Student5149,81,80
5150,Student5150,64,95
5151,Student5151,58,76
5152,Student5152,75,64
5153,Student5153,97,91
5154,Student5154,63,58
5155,Student5155,84,94
5156,Student5156,77,90
5157,Student5157,93,73
5158,Student5158,71,100
5159,Student5159,63,89
5160,Student5160,57,100
5161,Student5161,79,66
5162,Student5162,59,68
5163,Student5163,52,98
5164,Student5164,51,79
5165,Student5165,58,50
5166,Student5166,91,73
5167,Student5167,79,57
5168,Student5168,60,65
5169,Student5169,83,91
5170,Student5170,87,85
5171,Student5171,86,72
5172,Student5172,58,89
5173,Student5173,61,82
5174,Student5174,78,97
5175,Student5175,52,50
5176,Student5176,95,86
5177,Student5177,51,76
5178,Student5178,91,96
5179,Student5179,52,90
5180,Student5180,86,59
5181,Student5181,88,63
5182,Student5182,87,87
5183,Student5183,79,66
5184,Student5184,75,86
5185,Student5185,99,63
5186,Student5186,61,73
5187,Student5187,76,94
5188,Student5188,57,63
5189,Student5189,58,59
5190,Student5190,53,70
5191,Student5191,85,93
5192,Student5192,69,59
5193,Student5193,64,82
5194,Student5194,97,62
5195,Student5195,54,74
5196,Student5196,95,68
5197,Student5197,63,64
5198,Student5198,98,57
5199,Student5199,84,60
5200,Student5200,78,73
5201,Student5201,94,69
5202,Student5202,56,85
5203,Student5203,62,68
5204,Student5204,90,82
5205,Student5205,71,92
5206,Student5206,80,54
5207,Student5207,67,55
5208,Student5208,69,68
5209,Student5209,80,60
5210,Student5210,70,97
5211,Student5211,86,84
5212,Student5212,100,68
5213,Student5213,90,66
5214,Student5214,50,79
5215,Student5215,68,83
5216,Student5216,65,83
5217,Student5217,80,100
5218,Student5218,79,85
5219,Student5219,74,62
5220,Student5220,83,94
5221,Student5221,75,67
5222,Student5222,97,52
5223,Student5223,92,52
5224,Student5224,73,66
5225,Student5225,94,84
5226,Student5226,86,73
5227,Student5227,71,83
5228,Student5228,57,73
5229,Student5229,88,97
5230,Student5230,68,53
5231,Student5231,82,61
5232,Student5232,90,58
5233,Student5233,84,81
5234,Student5234,55,83
5235,Student5235,79,50
5236,Student5236,90,97
5237,Student5237,53,79
5238,Student5238,93,82
5239,Student5239,70,58
5240,Student5240,72,66
5241,Student5241,63,90
5242,Student5242,92,65
5243,Student5243,58,84
5244,Student5244,99,83
5245,Student5245,71,90
5246,Student5246,60,92
5247,Student5247,73,96
5248,Student5248,79,92
5249,Student5249,83,85
5250,Student5250,82,62
5251,Student5251,87,60
5252,Student5252,93,91
5253,Student5253,58,65
5254,Student5254,79,65
5255,Student5255,71,97
5256,Student5256,93,59
5257,Student5257,60,61
5258,Student5258,72,56
5259,Student5259,53,92
5260,Student5260,64,75
5261,Student5261,86,76
5262,Student5262,50,80
5263,Student5263,92,87
5264,Student5264,63,72
5265,Student5265,94,97
5266,Student5266,50,64
5267,Student5267,59,59
5268,Student5268,66,59
5269,Student5269,87,81
5270,Student5270,59,78
5271,Student5271,64,87
5272,Student5272,66,95
5273,Student5273,91,83
5274,Student5274,64,81
5275,Student5275,99,69
5276,Student5276,81,70
5277,Student5277,65,82
5278,Student5278,51,83
5279,Student5279,94,67
5280,Student5280,50,90
5281,Student5281,71,83
5282,Student5282,61,73
5283,Student5283,83,65
5284,Student5284,50,82
5285,Student5285,64,91
5286,Student5286,80,73
5287,Student5287,50,59
5288,Student5288,88,70
5289,Student5289,95,59
5290,Student5290,55,92
5291,Student5291,86,74
5292,Student5292,50,69
5293,Student5293,73,80
5294,Student5294,69,68
5295,Student5295,79,90
5296,Student5296,87,52
5297,Student5297,65,55
5298,Student5298,100,67
5299,Student5299,65,66
5300,Student5300,64,56
5301,Student5301,50,87
5302,Student5302,52,59
5303,Student5303,76,55
5304,Student5304,50,70
5305,Student5305,93,77
5306,Student5306,75,63
5307,Student5307,67,93
5308,Student5308,61,50
5309,Student5309,82,52
5310,Student5310,89,77
5311,Student5311,50,99
5312,Student5312,91,55
5313,Student5313,88,51
5314,Student5314,84,52
5315,Student5315,53,65
5316,Student5316,78,89
5317,Student5317,75,52
5318,Student5318,97,63
5319,Student5319,100,73
5320,Student5320,57,50
5321,Student5321,75,80
5322,Student5322,82,88
5323,Student5323,80,78
5324,Student5324,57,50
5325,Student5325,71,64
5326,Student5326,63,91
5327,Student5327,55,93
5328,Student5328,72,60
5329,Student5329,59,57
5330,Student5330,80,100
5331,Student5331,99,83
5332,Student5332,83,67
5333,Student5333,96,98
5334,Student5334,51,80
5335,Student5335,68,93
5336,Student5336,86,82
5337,Student5337,66,76
5338,Student5338,64,61
5339,Student5339,95,96
5340,Student5340,100,78
5341,Student5341,55,78
5342,Student5342,96,67
5343,Student5343,72,59
5344,Student5344,63,71
5345,Student5345,71,67
5346,Student5346,87,96
5347,Student5347,80,53
5348,Student5348,97,87
5349,Student5349,84,77
5350,Student5350,66,66
5351,Student5351,53,90
5352,Student5352,97,95
5353,Student5353,90,68
5354,Student5354,66,69
5355,Student5355,59,72
5356,Student5356,62,63
5357,Student5357,50,56
5358,Student5358,87,54
5359,Student5359,85,58
5360,Student5360,52,55
5361,Student5361,50,67
5362,Student5362,80,55
5363,Student5363,70,78
5364,Student5364,76,91
5365,Student5365,68,90
5366,Student5366,55,67
5367,Student5367,96,78
5368,Student5368,89,50
5369,Student5369,83,70
5370,Student5370,87,68
5371,Student5371,90,80
5372,Student5372,98,92
5373,Student5373,81,92
5374,Student5374,97,84
5375,Student5375,65,69
5376,Student5376,94,52
5377,Student5377,98,62
5378,Student5378,55,80
5379,Student5379,86,91
5380,Student5380,80,70
5381,Student5381,65,75
5382,Student5382,93,95
5383,Student5383,100,83
5384,Student5384,89,80
5385,Student5385,52,68
5386,Student5386,64,72
5387,Student5387,95,92
5388,Student5388,66,90
5389,Student5389,83,87
5390,Student5390,67,95
5391,Student5391,100,68
5392,Student5392,69,57
5393,Student5393,85,96
5394,Student5394,89,54
5395,Student5395,67,73
5396,Student5396,100,57
5397,Student5397,93,68
5398,Student5398,53,71
5399,Student5399,86,85
5400,Student5400,76,50
5401,Student5401,75,54
5402,Student5402,98,57
5403,Student5403,53,79
5404,Student5404,98,88
5405,Student5405,75,77
5406,Student5406,71,65
5407,Student5407,87,52
5408,Student5408,73,53
5409,Student5409,69,65
5410,Student5410,86,59
5411,Student5411,66,82
5412,Student5412,75,74
5413,Student5413,88,51
5414,Student5414,81,70
5415,Student5415,73,63
5416,Student5416,72,90
5417,Student5417,56,64
5418,Student5418,97,83
5419,Student5419,95,55
5420,Student5420,58,77
5421,Student5421,58,53
5422,Student5422,79,57
5423,Student5423,95,54
5424,Student5424,51,94
5425,Student5425,77,58
5426,Student5426,88,98
5427,Student5427,99,85
5428,Student5428,62,96
5429,Student5429,89,51
5430,Student5430,92,72
5431,Student5431,77,52
5432,Student5432,85,92
5433,Student5433,98,74
5434,Student5434,66,99
5435,Student5435,64,67
5436,Student5436,90,86
5437,Student5437,72,60
5438,Student5438,66,97
5439,Student5439,89,94
5440,Student5440,85,59
5441,Student5441,71,100
5442,Student5442,94,79
5443,Student5443,80,73
5444,Student5444,77,82
5445,Student5445,69,60
5446,Student5446,82,79
5447,Student5447,85,59
5448,Student5448,97,83
5449,Student5449,91,79
5450,Student5450,95,78
5451,Student5451,52,71
5452,Student5452,57,80
5453,Student5453,57,69
5454,Student5454,70,85
5455,Student5455,84,65
5456,Student5456,61,70
5457,Student5457,50,65
5458,Student5458,85,89
5459,Student5459,68,88
5460,Student5460,86,98
5461,Student5461,70,68
5462,Student5462,77,88
5463,Student5463,92,80
5464,Student5464,94,79
5465,Student5465,84,70
5466,Student5466,92,75
5467,Student5467,67,65
5468,Student5468,77,68
5469,Student5469,77,87
5470,Student5470,74,88
5471,Student5471,97,60
5472,Student5472,51,75
5473,Student5473,72,50
5474,Student5474,55,73
5475,Student5475,62,53
5476,Student5476,58,92
5477,Student5477,97,78
5478,Student5478,88,69
5479,Student5479,68,93
5480,Student5480,71,62
5481,Student5481,76,92
5482,Student5482,55,82
5483,Student5483,51,99
5484,Student5484,100,65
5485,Student5485,76,55
5486,Student5486,73,66
5487,Student5487,85,61
5488,Student5488,84,65
5489,Student5489,57,55
5490,Student5490,64,76
5491,Student5491,81,67
5492,Student5492,57,98
5493,Student5493,88,83
5494,Student5494,84,57
5495,Student5495,60,89
5496,Student5496,66,82
5497,Student5497,51,88
5498,Student5498,71,69
5499,Student5499,92,51
5500,Student5500,90,72
5501,Student5501,87,77
5502,Student5502,70,92
5503,Student5503,58,62
5504,Student5504,77,85
5505,Student5505,93,77
5506,Student5506,69,90
5507,Student5507,64,67
5508,Student5508,77,88
5509,Student5509,85,58
5510,Student5510,99,64
5511,Student5511,54,91
5512,Student5512,72,91
5513,Student5513,78,53
5514,Student5514,76,98
5515,Student5515,54,69
5516,Student5516,65,88
5517,Student5517,98,92
5518,Student5518,51,72
5519,Student5519,88,68
5520,Student5520,78,83
5521,Student5521,92,60
5522,Student5522,74,76
5523,Student5523,97,69
5524,Student5524,89,65
5525,Student5525,93,56
5526,Student5526,60,98
5527,Student5527,82,51
5528,Student5528,77,98
5529,Student5529,89,60
5530,Student5530,80,54
5531,Student5531,81,74
5532,Student5532,90,81
5533,Student5533,96,55
5534,Student5534,79,82
5535,Student5535,88,70
5536,Student5536,54,61
5537,Student5537,77,63
5538,Student5538,89,61
5539,Student5539,72,76
5540,Student5540,61,90
5541,Student5541,68,95
5542,Student5542,70,87
5543,Student5543,72,66
5544,Student5544,65,56
5545,Student5545,71,56
5546,Student5546,63,63
5547,Student5547,80,66
5548,Student5548,50,95
5549,Student5549,84,68
5550,Student5550,100,60
5551,Student5551,91,63
5552,Student5552,68,56
5553,Student5553,98,92
5554,Student5554,65,92
5555,Student5555,55,95
5556,Student5556,75,64
5557,Student5557,82,57
5558,Student5558,98,90
5559,Student5559,65,53
5560,Student5560,97,84
5561,Student5561,82,100
5562,Student5562,94,90
5563,Student5563,67,70
5564,Student5564,90,69
5565,Student5565,83,77
5566,Student5566,91,55
5567,Student5567,68,88
5568,Student5568,83,55
5569,Student5569,99,83
5570,Student5570,96,79
5571,Student5571,93,60
5572,Student5572,67,95
5573,Student5573,86,85
5574,Student5574,68,94
5575,Student5575,51,73
5576,Student5576,67,79
5577,Student5577,75,100
5578,Student5578,83,51
5579,Student5579,58,51
5580,Student5580,62,67
5581,Student5581,95,89
5582,Student5582,65,68
5583,Student5583,58,60
5584,Student5584,88,73
5585,Student5585,82,92
5586,Student5586,50,92
5587,Student5587,56,97
5588,Student5588,64,98
5589,Student5589,66,87
5590,Student5590,97,95
5591,Student5591,77,97
5592,Student5592,69,97
5593,Student5593,95,88
5594,Student5594,57,51
5595,Student5595,56,67
5596,Student5596,71,92
5597,Student5597,95,65
5598,Student5598,62,80
5599,Student5599,69,66
5600,Student5600,80,58
5601,Student5601,96,64
5602,Student5602,71,78
5603,Student5603,69,52
5604,Student5604,56,77
5605,Student5605,88,99
5606,Student5606,94,52
5607,Student5607,57,82
5608,Student5608,69,50
5609,Student5609,59,94
5610,Student5610,86,81
5611,Student5611,57,69
5612,Student5612,67,55
5613,Student5613,94,64
5614,Student5614,73,60
5615,Student5615,63,54
5616,Student5616,93,68
5617,Student5617,57,66
5618,Student5618,52,90
5619,Student5619,55,54
5620,Student5620,66,87
5621,Student5621,86,89
5622,Student5622,83,87
5623,Student5623,99,54
5624,Student5624,52,86
5625,Student5625,51,74
5626,Student5626,76,99
5627,Student5627,72,63
5628,Student5628,99,69
5629,Student5629,90,77
5630,Student5630,90,90
5631,Student5631,64,87
5632,Student5632,76,61
5633,Student5633,80,62
5634,Student5634,89,68
5635,Student5635,57,65
5636,Student5636,80,53
5637,Student5637,60,51
5638,Student5638,99,90
5639,Student5639,82,91
5640,Student5640,89,88
5641,Student5641,79,51
5642,Student5642,97,59
5643,Student5643,55,99
5644,Student5644,86,61
5645,Student5645,98,90
5646,Student5646,67,60
5647,Student5647,54,80
5648,Student5648,78,99
5649,Student5649,62,80
5650,Student5650,57,79
5651,Student5651,72,94
5652,Student5652,80,77
5653,Student5653,72,81
5654,Student5654,86,96
5655,Student5655,54,60
5656,Student5656,63,77
5657,Student5657,53,77
5658,Student5658,80,63
5659,Student5659,68,62
5660,Student5660,67,68
5661,Student5661,82,69
5662,Student5662,75,53
5663,Student5663,94,84
5664,Student5664,88,89
5665,Student5665,55,69
5666,Student5666,84,71
5667,Student5667,53,65
5668,Student5668,82,98
5669,Student5669,100,66
5670,Student5670,51,65
5671,Student5671,97,95
5672,Student5672,78,66
5673,Student5673,76,58
5674,Student5674,77,95
5675,Student5675,51,89
5676,Student5676,87,100
5677,Student5677,58,99
5678,Student5678,72,70
5679,Student5679,79,59
5680,Student5680,99,62
5681,Student5681,63,58
5682,Student5682,63,86
5683,Student5683,63,93
5684,Student5684,87,53
5685,Student5685,54,96
5686,Student5686,99,62
5687,Student5687,94,59
5688,Student5688,69,56
5689,Student5689,70,76
5690,Student5690,85,63
5691,Student5691,92,52
5692,Student5692,77,64
5693,Student5693,81,65
5694,Student5694,51,99
5695,Student5695,99,51
5696,Student5696,96,67
5697,Student5697,85,74
5698,Student5698,64,55
5699,Student5699,58,100
5700,Student5700,86,66
5701,Student5701,66,98
5702,Student5702,58,50
5703,Student5703,66,99
5704,Student5704,95,59
5705,Student5705,55,67
5706,Student5706,63,79
5707,Student5707,79,97
5708,Student5708,52,77
5709,Student5709,56,60
5710,Student5710,71,83
5711,Student5711,71,77
5712,Student5712,52,98
5713,Student5713,77,53
5714,Student5714,84,58
5715,Student5715,73,65
5716,Student5716,72,89
5717,Student5717,76,79
5718,Student5718,93,57
5719,Student5719,50,89
5720,Student5720,97,73
5721,Student5721,68,84
5722,Student5722,92,65
5723,Student5723,76,54
5724,Student5724,92,58
5725,Student5725,85,98
5726,Student5726,59,84
5727,Student5727,52,80
5728,Student5728,73,87
5729,Student5729,95,74
5730,Student5730,91,95
5731,Student5731,89,94
5732,Student5732,85,71
5733,Student5733,83,92
5734,Student5734,90,61
5735,Student5735,80,61
5736,Student5736,98,66
5737,Student5737,68,91
5738,Student5738,68,70
5739,Student5739,98,73
5740,Student5740,99,90
5741,Student5741,61,72
5742,Student5742,58,74
5743,Student5743,54,64
5744,Student5744,57,57
5745,Student5745,60,63
5746,Student5746,54,83
5747,Student5747,74,52
5748,Student5748,52,50
5749,Student5749,78,80
5750,Student5750,50,69
5751,Student5751,50,97
5752,Student5752,88,71
5753,Student5753,56,63
5754,Student5754,69,50
5755,Student5755,62,98
5756,Student5756,81,91
5757,Student5757,54,98
5758,Student5758,86,67
5759,Student5759,74,90
5760,Student5760,92,60
5761,Student5761,74,88
5762,Student5762,86,84
5763,Student5763,76,95
5764,Student5764,91,85
5765,Student5765,82,89
5766,Student5766,94,71
5767,Student5767,68,99
5768,Student5768,51,86
5769,Student5769,59,69
5770,Student5770,67,97
5771,Student5771,67,78
5772,Student5772,81,77
5773,Student5773,97,94
5774,Student5774,85,85
5775,Student5775,53,79
5776,Student5776,60,53
5777,Student5777,62,84
5778,Student5778,93,88
5779,Student5779,96,63
5780,Student5780,50,96
5781,Student5781,93,54
5782,Student5782,99,55
5783,Student5783,65,82
5784,Student5784,60,79
5785,Student5785,85,81
5786,Student5786,73,54
5787,Student5787,87,100
5788,Student5788,86,58
5789,Student5789,53,94
5790,Student5790,61,96
5791,Student5791,50,89
5792,Student5792,71,57
5793,Student5793,88,91
5794,Student5794,68,64
5795,Student5795,95,68
5796,Student5796,77,100
5797,Student5797,89,93
5798,Student5798,98,60
5799,Student5799,58,78
5800,Student5800,91,54
5801,Student5801,83,58
5802,Student5802,100,96
5803,Student5803,82,57
5804,Student5804,80,70
5805,Student5805,59,98
5806,Student5806,59,96
5807,Student5807,84,70
5808,Student5808,54,68
5809,Student5809,75,59
5810,Student5810,84,65
5811,Student5811,55,56
5812,Student5812,97,88
5813,Student5813,82,55
5814,Student5814,94,100
5815,Student5815,98,88
5816,Student5816,86,91
5817,Student5817,57,69
5818,Student5818,84,72
5819,Student5819,69,69
5820,Student5820,56,69
5821,Student5821,57,89
5822,Student5822,89,98
5823,Student5823,96,63
5824,Student5824,74,62
5825,Student5825,90,66
5826,Student5826,96,100
5827,Student5827,55,73
5828,Student5828,58,66
5829,Student5829,78,81
5830,Student5830,63,81
5831,Student5831,70,95
5832,Student5832,78,94
5833,Student5833,66,80
5834,Student5834,99,61
5835,Student5835,65,83
5836,Student5836,77,94
5837,Student5837,63,57
5838,Student5838,71,66
5839,Student5839,66,67
5840,Student5840,92,90
5841,Student5841,90,100
5842,Student5842,96,96
5843,Student5843,89,70
5844,Student5844,71,95
5845,Student5845,87,77
5846,Student5846,63,67
5847,Student5847,55,58
5848,Student5848,86,90
5849,Student5849,50,61
5850,Student5850,66,54
5851,Student5851,79,51
5852,Student5852,54,80
5853,Student5853,61,66
5854,Student5854,64,67
5855,Student5855,69,73
5856,Student5856,75,92
5857,Student5857,99,89
5858,Student5858,93,90
5859,Student5859,51,98
5860,Student5860,53,74
5861,Student5861,91,97
5862,Student5862,93,83
5863,Student5863,79,92
5864,Student5864,93,88
5865,Student5865,99,90
5866,Student5866,80,55
5867,Student5867,86,95
5868,Student5868,67,57
5869,Student5869,86,74
5870,Student5870,87,82
5871,Student5871,84,93
5872,Student5872,62,55
5873,Student5873,69,84
5874,Student5874,57,58
5875,Student5875,63,83
5876,Student5876,83,63
5877,Student5877,73,69
5878,Student5878,100,84
5879,Student5879,61,88
5880,Student5880,64,56
5881,Student5881,63,88
5882,Student5882,89,57
5883,Student5883,95,81
5884,Student5884,65,80
5885,Student5885,89,76
5886,Student5886,99,67
5887,Student5887,75,68
5888,Student5888,78,58
5889,Student5889,82,61
5890,Student5890,82,61
5891,Student5891,66,66
5892,Student5892,58,89
5893,Student5893,50,69
5894,Student5894,93,76
5895,Student5895,94,53
5896,Student5896,78,64
5897,Student5897,66,94
5898,Student5898,78,66
5899,Student5899,74,64
5900,Student5900,53,65
5901,Student5901,92,50
5902,Student5902,95,83
5903,Student5903,50,80
5904,Student5904,88,88
5905,Student5905,67,52
5906,Student5906,75,56
5907,Student5907,65,90
5908,Student5908,82,56
5909,Student5909,68,73
5910,Student5910,97,83
5911,Student5911,83,93
5912,Student5912,90,87
5913,Student5913,91,88
5914,Student5914,90,90
5915,Student5915,76,61
5916,Student5916,71,87
5917,Student5917,95,54
5918,Student5918,95,73
5919,Student5919,56,50
5920,Student5920,86,96
5921,Student5921,76,95
5922,Student5922,59,81
5923,Student5923,74,92
5924,Student5924,98,65
5925,Student5925,83,61
5926,Student5926,66,58
5927,Student5927,72,69
5928,Student5928,62,95
5929,Student5929,53,54
5930,Student5930,50,53
5931,Student5931,69,99
5932,Student5932,96,58
5933,Student5933,69,66
5934,Student5934,78,50
5935,Student5935,84,79
5936,Student5936,77,78
5937,Student5937,79,77
5938,Student5938,90,79
5939,Student5939,88,51
5940,Student5940,88,91
5941,Student5941,97,81
5942,Student5942,71,80
5943,Student5943,73,76
5944,Student5944,57,84
5945,Student5945,95,83
5946,Student5946,56,84
5947,Student5947,82,63
5948,Student5948,64,77
5949,Student5949,62,98
5950,Student5950,85,66
5951,Student5951,87,93
5952,Student5952,85,95
5953,Student5953,64,82
5954,Student5954,56,77
5955,Student5955,52,94
5956,Student5956,93,77
5957,Student5957,84,78
5958,Student5958,84,73
5959,Student5959,81,53
5960,Student5960,88,58
5961,Student5961,58,88
5962,Student5962,78,76
5963,Student5963,93,77
5964,Student5964,96,88
5965,Student5965,82,99
5966,Student5966,100,50
5967,Student5967,68,63
5968,Student5968,71,86
5969,Student5969,74,55
5970,Student5970,74,85
5971,Student5971,53,52
5972,Student5972,86,53
5973,Student5973,72,50
5974,Student5974,59,52
5975,Student5975,70,58
5976,Student5976,68,97
5977,Student5977,80,81
5978,Student5978,63,65
5979,Student5979,93,50
5980,Student5980,55,94
5981,Student5981,100,89
5982,Student5982,81,92
5983,Student5983,60,50
5984,Student5984,81,91
5985,Student5985,87,74
5986,Student5986,74,66
5987,Student5987,67,65
5988,Student5988,77,71
5989,Student5989,53,85
5990,Student5990,67,70
5991,Student5991,61,99
5992,Student5992,52,88
5993,Student5993,100,85
5994,Student5994,86,78
5995,Student5995,59,70
5996,Student5996,88,90
5997,Student5997,56,67
5998,Student5998,59,62
5999,Student5999,85,65
6000,Student6000,91,79
6001,Student6001,85,53
6002,Student6002,98,83
6003,Student6003,100,53
6004,Student6004,68,57
6005,Student6005,73,81
6006,Student6006,99,62
6007,Student6007,70,70
6008,Student6008,58,75
6009,Student6009,58,90
6010,Student6010,69,56
6011,Student6011,85,91
6012,Student6012,90,50
6013,Student6013,87,77
6014,Student6014,80,60
6015,Student6015,63,84
6016,Student6016,51,63
6017,Student6017,58,54
6018,Student6018,89,89
6019,Student6019,50,71
6020,Student6020,83,67
6021,Student6021,61,93
6022,Student6022,78,61
6023,Student6023,52,66
6024,Student6024,63,94
6025,Student6025,97,71
6026,Student6026,52,93
6027,Student6027,86,96
6028,Student6028,55,73
6029,Student6029,68,74
6030,Student6030,98,86
6031,Student6031,82,93
6032,Student6032,63,70
6033,Student6033,52,88
6034,Student6034,86,76
6035,Student6035,91,97
6036,Student6036,52,95
6037,Student6037,53,75
6038,Student6038,50,58
6039,Student6039,100,96
6040,Student6040,57,72
6041,Student6041,58,97
6042,Student6042,52,80
6043,Student6043,54,97
6044,Student6044,69,59
6045,Student6045,98,74
6046,Student6046,90,52
6047,Student6047,90,87
6048,Student6048,83,55
6049,Student6049,91,96
6050,Student6050,73,52
6051,Student6051,82,67
6052,Student6052,54,68
6053,Student6053,92,78
6054,Student6054,96,92
6055,Student6055,71,97
6056,Student6056,70,61
6057,Student6057,72,66
6058,Student6058,88,91
6059,Student6059,70,71
6060,Student6060,91,84
6061,Student6061,53,50
6062,Student6062,70,62
6063,Student6063,55,72
6064,Student6064,85,64
6065,Student6065,74,85
6066,Student6066,86,74
6067,Student6067,93,50
6068,Student6068,96,89
6069,Student6069,53,93
6070,Student6070,100,60
6071,Student6071,70,67
6072,Student6072,100,78
6073,Student6073,64,95
6074,Student6074,59,59
6075,Student6075,98,93
6076,Student6076,96,56
6077,Student6077,62,57
6078,Student6078,51,93
6079,Student6079,53,56
6080,Student6080,83,78
6081,Student6081,78,93
6082,Student6082,92,86
6083,Student6083,66,75
6084,Student6084,83,66
6085,Student6085,72,63
6086,Student6086,55,57
6087,Student6087,70,55
6088,Student6088,88,96
6089,Student6089,62,87
6090,Student6090,59,67
6091,Student6091,57,97
6092,Student6092,71,53
6093,Student6093,73,70
6094,Student6094,65,84
6095,Student6095,100,68
6096,Student6096,87,91
6097,Student6097,73,50
6098,Student6098,74,60
6099,Student6099,99,89
6100,Student6100,68,76
6101,Student6101,97,58
6102,Student6102,88,68
6103,Student6103,100,82
6104,Student6104,57,75
6105,Student6105,94,94
6106,Student6106,70,70
6107,Student6107,76,78
6108,Student6108,53,93
6109,Student6109,80,56
6110,Student6110,88,96
6111,Student6111,66,66
6112,Student6112,100,54
6113,Student6113,51,68
6114,Student6114,94,51
6115,Student6115,78,53
6116,Student6116,87,80
6117,Student6117,81,83
6118,Student6118,86,52
6119,Student6119,92,78
6120,Student6120,87,61
6121,Student6121,93,91
6122,Student6122,61,78
6123,Student6123,66,77
6124,Student6124,74,77
6125,Student6125,72,61
6126,Student6126,60,98
6127,Student6127,79,93
6128,Student6128,63,57
6129,Student6129,73,69
6130,Student6130,98,94
6131,Student6131,98,60
6132,Student6132,56,90
6133,Student6133,84,65
6134,Student6134,74,69
6135,Student6135,51,87
6136,Student6136,68,54
6137,Student6137,80,94
6138,Student6138,59,67
6139,Student6139,96,50
6140,Student6140,69,64
6141,Student6141,56,54
6142,Student6142,61,66
6143,Student6143,56,93
6144,Student6144,61,69
6145,Student6145,88,75
6146,Student6146,54,92
6147,Student6147,69,83
6148,Student6148,64,82
6149,Student6149,52,93
6150,Student6150,93,54
6151,Student6151,70,81
6152,Student6152,89,75
6153,Student6153,77,63
6154,Student6154,88,64
6155,Student6155,83,74
6156,Student6156,79,99
6157,Student6157,84,80
6158,Student6158,53,97
6159,Student6159,57,63
6160,Student6160,85,51
6161,Student6161,90,97
6162,Student6162,80,54
6163,Student6163,59,52
6164,Student6164,57,70
6165,Student6165,79,66
6166,Student6166,82,53
6167,Student6167,61,77
6168,Student6168,64,54
6169,Student6169,81,77
6170,Student6170,95,53
6171,Student6171,96,89
6172,Student6172,67,51
6173,Student6173,55,70
6174,Student6174,72,69
6175,Student6175,67,83
6176,Student6176,79,85
6177,Student6177,82,62
6178,Student6178,80,86
6179,Student6179,80,86
6180,Student6180,99,90
6181,Student6181,76,69
6182,Student6182,63,69
6183,Student6183,79,83
6184,Student6184,91,82
6185,Student6185,97,55
6186,Student6186,50,75
6187,Student6187,59,98
6188,Student6188,50,100
6189,Student6189,58,52
6190,Student6190,81,86
6191,Student6191,94,70
6192,Student6192,91,93
6193,Student6193,57,99
6194,Student6194,84,55
6195,Student6195,91,67
6196,Student6196,92,60
6197,Student6197,96,98
6198,Student6198,92,94
6199,Student6199,59,77
6200,Student6200,59,70
6201,Student6201,98,96
6202,Student6202,71,70
6203,Student6203,92,84
6204,Student6204,95,76
6205,Student6205,67,95
6206,Student6206,99,68
6207,Student6207,85,92
6208,Student6208,66,60
6209,Student6209,68,57
6210,Student6210,54,86
6211,Student6211,83,62
6212,Student6212,74,60
6213,Student6213,65,96
6214,Student6214,50,75
6215,Student6215,55,67
6216,Student6216,95,74
6217,Student6217,89,78
6218,Student6218,91,63
6219,Student6219,90,76
6220,Student6220,81,96
6221,Student6221,88,75
6222,Student6222,74,93
6223,Student6223,62,66
6224,Student6224,82,83
6225,Student6225,96,73
6226,Student6226,97,88
6227,Student6227,63,55
6228,Student6228,62,58
6229,Student6229,100,66
6230,Student6230,55,64
6231,Student6231,52,98
6232,Student6232,99,63
6233,Student6233,81,71
6234,Student6234,91,60
6235,Student6235,77,78
6236,Student6236,53,80
6237,Student6237,54,85
6238,Student6238,86,83
6239,Student6239,99,95
6240,Student6240,74,78
6241,Student6241,68,54
6242,Student6242,65,61
6243,Student6243,93,54
6244,Student6244,79,83
6245,Student6245,58,70
6246,Student6246,95,87
6247,Student6247,94,70
6248,Student6248,86,59
6249,Student6249,72,89
6250,Student6250,82,67
6251,Student6251,66,70
6252,Student6252,78,57
6253,Student6253,77,99
6254,Student6254,64,90
6255,Student6255,85,99
6256,Student6256,78,98
6257,Student6257,71,85
6258,Student6258,100,61
6259,Student6259,76,50
6260,Student6260,75,98
6261,Student6261,51,60
6262,Student6262,58,83
6263,Student6263,68,92
6264,Student6264,66,77
6265,Student6265,91,79
6266,Student6266,84,72
6267,Student6267,57,88
6268,Student6268,65,77
6269,Student6269,57,71
6270,Student6270,68,94
6271,Student6271,65,79
6272,Student6272,78,54
6273,Student6273,52,60
6274,Student6274,65,80
6275,Student6275,92,54
6276,Student6276,54,80
6277,Student6277,98,59
6278,Student6278,57,72
6279,Student6279,58,55
6280,Student6280,78,75
6281,Student6281,63,100
6282,Student6282,71,65
6283,Student6283,91,50
6284,Student6284,95,81
6285,Student6285,71,52
6286,Student6286,94,94
6287,Student6287,50,86
6288,Student6288,59,71
6289,Student6289,95,87
6290,Student6290,64,59
6291,Student6291,94,84
6292,Student6292,95,86
6293,Student6293,96,87
6294,Student6294,93,69
6295,Student6295,62,64
6296,Student6296,69,64
6297,Student6297,95,65
6298,Student6298,64,82
6299,Student6299,84,95
6300,Student6300,74,79
6301,Student6301,65,51
